Student_ID,Age,Gender,CGPA,Attendance,Programming,Data_Structures,Algorithms,DBMS,Operating_Systems,Computer_Networks,OOP,Python,Java,SQL,Web_Development,Git_GitHub,Cloud_Computing,AI_ML,Communication,Problem_Solving,Teamwork,Internship,Projects,Certifications,Aptitude,Average_Skill,Industry_Requirement,Skill_Gap,Employability
1026,22,1,7.29,100,93,46,85,57,53,59,71,47,52,81,63,73,69,76,59,62,72,1,4,3,52,65.76,85,19.24,1
1027,22,0,9.86,76,46,90,91,41,73,91,91,40,71,50,50,94,46,31,97,96,86,0,3,2,86,69.65,81,11.35,1
1028,21,0,9.39,99,93,67,61,43,57,62,86,76,89,82,68,80,86,92,87,82,85,0,5,5,51,76.24,75,-1.24,1
1029,23,0,9.18,90,40,90,54,69,95,49,72,61,68,56,93,72,31,91,64,56,91,1,3,0,44,67.76,90,22.24,0
1030,23,1,6.66,93,83,82,95,72,73,98,96,45,85,71,65,52,91,48,96,97,93,1,3,0,76,78.94,75,-3.94,1
1031,22,0,6.27,83,95,97,79,75,50,50,85,100,69,43,55,85,38,46,77,53,55,0,2,4,70,67.76,78,10.24,0
1032,23,1,8.51,94,84,44,60,57,80,80,44,60,57,43,74,48,97,98,52,68,68,0,1,4,67,65.53,84,18.47,0
1033,23,0,9.68,65,81,44,54,76,51,80,82,71,52,56,59,84,46,68,43,59,48,1,3,5,67,62.0,81,19.0,1
1034,20,0,8.01,78,86,69,61,58,88,44,87,74,82,80,85,89,79,100,94,69,72,1,4,0,69,77.47,76,-1.47,1
1035,22,1,8.07,89,98,93,91,86,54,97,73,54,60,58,42,88,69,68,53,58,99,0,1,5,57,73.0,85,12.0,0
1036,24,0,6.76,66,52,71,67,67,96,40,79,44,69,44,40,62,87,65,72,92,88,0,4,0,83,66.76,76,9.24,1
1037,22,0,8.96,69,94,47,53,79,70,56,50,99,60,71,97,48,50,69,67,78,68,0,4,4,66,68.0,75,7.0,1
1038,24,1,6.34,100,61,49,66,59,88,61,100,95,87,61,92,57,47,74,91,95,52,1,1,3,74,72.65,84,11.35,1
1039,20,0,6.96,91,93,77,100,88,97,73,89,85,94,95,86,81,84,33,76,52,60,1,1,1,65,80.18,76,-4.18,1
1040,21,0,7.41,93,60,86,80,72,68,95,42,89,56,45,40,78,58,54,47,57,97,1,4,1,96,66.12,87,20.88,0
1041,23,0,7.78,87,61,71,79,51,65,84,97,87,79,74,56,66,53,98,83,62,60,1,2,0,78,72.12,89,16.88,1
1042,20,0,6.59,74,67,87,97,97,57,80,72,45,58,61,41,55,46,59,73,85,44,0,5,4,88,66.12,81,14.88,1
1043,23,1,6.02,89,48,67,67,90,71,68,50,64,91,40,68,69,47,97,83,72,49,1,5,2,90,67.12,83,15.88,1
1044,21,1,8.25,96,65,56,65,54,61,43,55,95,54,59,59,67,71,58,44,78,45,1,2,2,99,60.53,80,19.47,1
1045,21,0,6.8,88,48,70,88,80,77,44,57,85,48,61,45,83,74,97,93,79,95,0,1,1,57,72.0,84,12.0,0
1046,20,1,8.12,81,54,47,41,78,56,50,69,98,91,87,47,51,46,80,44,57,90,0,4,3,72,63.88,76,12.12,0
1047,21,0,6.19,63,49,79,64,41,62,95,87,95,49,94,68,45,43,53,70,48,96,1,5,1,64,66.94,86,19.06,0
1048,24,1,7.67,79,63,64,95,68,63,90,94,79,83,50,87,57,78,43,84,72,52,1,4,0,95,71.88,89,17.12,1
1049,21,0,7.9,91,97,48,42,80,89,60,49,68,70,52,90,64,58,98,48,71,40,0,2,3,70,66.12,84,17.88,0
1050,23,0,5.73,95,96,41,47,49,47,74,57,46,92,98,72,89,33,47,81,100,59,1,4,2,76,66.35,89,22.65,1
1051,23,0,7.01,63,100,54,83,41,80,51,77,79,62,81,42,74,49,71,71,93,96,1,2,4,98,70.82,84,13.18,1
1052,23,0,6.1,86,81,89,72,90,45,65,58,52,91,42,99,75,76,86,72,56,86,0,1,4,99,72.65,87,14.35,0
1053,23,0,5.79,76,47,42,81,50,44,90,75,77,69,48,74,84,38,41,42,58,85,0,2,0,41,61.47,83,21.53,0
1054,24,0,9.95,71,63,88,91,52,83,58,98,57,72,99,44,55,56,46,69,66,47,0,2,1,72,67.29,81,13.71,0
1055,22,1,6.95,81,55,75,74,49,96,84,52,41,96,51,66,54,44,59,89,45,49,1,5,0,78,63.47,85,21.53,0
1056,20,0,9.14,76,88,43,45,53,68,99,95,47,91,62,83,94,48,52,51,74,48,0,4,4,100,67.12,75,7.88,1
1057,23,1,6.65,69,65,53,78,57,67,46,85,50,48,53,51,35,81,30,68,95,88,0,5,2,82,61.76,86,24.24,1
1058,21,0,8.57,60,66,80,91,90,50,86,42,72,93,72,59,52,55,61,42,76,80,1,3,4,82,68.65,83,14.35,1
1059,23,1,8.92,81,76,80,62,93,96,94,49,93,86,57,84,93,55,38,65,73,42,1,2,3,71,72.71,76,3.29,1
1060,21,1,8.18,85,43,64,64,48,40,46,77,100,40,88,59,72,55,44,96,59,50,0,3,5,57,61.47,78,16.53,0
1061,21,1,7.62,77,89,97,98,96,82,65,40,77,83,98,48,52,75,57,100,64,51,1,5,4,56,74.82,83,8.18,1
1062,23,0,7.35,73,63,94,89,78,58,79,94,87,74,80,78,59,78,53,69,43,49,1,4,4,73,72.06,90,17.94,1
1063,24,0,7.07,88,58,89,82,67,48,44,95,66,50,48,43,47,82,89,48,49,64,1,5,5,78,62.88,78,15.12,1
1064,21,1,9.68,71,75,49,58,42,66,60,66,59,73,62,90,50,32,64,65,49,88,1,4,3,46,61.65,90,28.35,1
1065,21,0,9.24,95,99,60,44,59,73,53,85,51,55,49,93,86,95,56,41,63,88,0,4,1,81,67.65,77,9.35,1
1066,23,1,9.84,94,78,75,90,45,83,43,47,82,48,58,58,52,71,49,42,60,64,1,1,4,93,61.47,75,13.53,1
1067,21,0,6.06,71,49,51,50,66,43,62,90,100,71,100,77,74,48,94,85,50,50,1,2,0,92,68.24,81,12.76,0
1068,21,1,8.79,66,64,66,95,92,75,81,85,70,54,86,66,73,46,78,43,66,93,1,5,4,74,72.53,89,16.47,1
1069,23,1,9.72,88,57,79,51,41,57,59,81,66,51,44,84,76,62,30,64,55,75,1,4,0,69,60.71,80,19.29,1
1070,23,0,6.32,70,58,41,49,68,54,54,56,71,72,86,82,69,78,39,90,65,78,1,5,3,51,65.29,84,18.71,1
1071,20,1,5.8,92,75,93,47,77,90,89,48,100,84,91,52,80,85,76,52,100,92,0,5,4,74,78.29,90,11.71,1
1072,24,0,8.84,65,49,52,63,42,52,91,100,49,53,62,52,71,92,88,78,100,65,1,4,3,50,68.18,78,9.82,1
1073,24,1,8.09,74,72,92,99,55,58,84,45,42,96,69,99,36,32,91,83,69,53,1,3,3,100,69.12,80,10.88,1
1074,21,1,9.29,91,94,71,67,69,88,68,82,84,96,64,96,79,78,47,74,88,78,1,2,1,83,77.82,80,2.18,1
1075,24,0,6.13,70,89,70,80,79,45,47,64,66,47,67,61,77,84,75,94,55,95,0,2,4,96,70.29,87,16.71,0
1076,21,0,9.08,82,44,55,75,41,87,80,78,74,47,73,67,35,55,61,62,46,79,1,1,0,43,62.29,90,27.71,0
1077,20,0,6.41,85,86,71,76,56,95,87,88,70,66,84,91,38,81,56,48,55,40,1,1,0,64,69.88,78,8.12,0
1078,23,1,6.24,93,88,71,60,80,51,58,99,54,51,95,86,86,36,47,41,74,95,0,1,4,87,68.94,88,19.06,0
1079,23,0,6.24,93,74,99,47,51,90,87,67,55,40,87,92,60,75,68,100,97,93,1,2,5,71,75.41,87,11.59,1
1080,23,1,9.17,88,83,73,94,74,76,78,72,100,82,86,84,50,75,78,93,55,43,1,3,1,59,76.24,80,3.76,1
1081,24,1,8.49,63,73,50,48,82,56,85,93,52,79,64,61,69,45,73,80,79,100,1,2,1,89,69.94,84,14.06,1
1082,20,0,7.85,76,72,49,86,40,97,67,76,88,81,49,82,74,53,83,83,51,69,1,2,1,70,70.59,85,14.41,1
1083,24,0,7.11,94,94,54,54,94,62,85,48,74,90,53,58,78,90,63,70,74,51,1,2,0,43,70.12,82,11.88,1
1084,24,1,9.45,72,60,56,87,84,65,96,57,91,50,81,47,49,83,100,83,88,95,0,2,3,93,74.82,87,12.18,1
1085,20,1,7.27,100,56,79,85,54,68,66,95,50,78,96,91,46,91,65,86,60,74,1,3,5,77,72.94,77,4.06,1
1086,20,0,9.17,98,61,57,79,65,72,43,98,98,82,85,47,57,30,47,41,89,52,1,1,1,92,64.88,78,13.12,0
1087,20,0,7.48,74,87,94,57,76,99,97,60,60,70,97,81,70,78,67,71,82,91,1,5,0,86,78.65,84,5.35,1
1088,20,0,7.2,88,76,48,81,60,66,54,41,90,56,69,65,95,54,88,57,75,70,1,1,0,40,67.35,87,19.65,0
1089,23,0,7.58,88,54,64,99,88,64,74,100,93,72,94,87,54,39,38,52,87,77,1,1,3,42,72.71,86,13.29,1
1090,22,0,6.86,70,74,79,59,70,95,76,97,50,71,80,90,87,45,80,85,56,82,0,5,4,76,75.06,88,12.94,1
1091,22,1,8.86,91,67,98,45,64,94,40,82,69,97,64,65,70,87,64,44,71,62,1,2,4,61,69.59,89,19.41,1
1092,20,1,7.76,61,46,53,51,62,49,42,98,99,68,53,62,35,58,34,97,80,43,0,3,1,56,60.59,75,14.41,0
1093,22,1,6.54,73,71,99,41,63,86,86,99,87,60,74,82,67,35,43,81,45,91,0,3,1,53,71.18,78,6.82,0
1094,22,1,9.55,79,50,97,46,96,62,63,77,92,60,91,52,35,45,59,83,63,55,0,1,5,80,66.24,85,18.76,1
1095,20,0,7.23,81,49,64,55,77,60,66,97,74,79,87,67,74,49,33,49,66,46,1,5,3,74,64.24,84,19.76,1
1096,22,0,7.95,70,48,89,42,67,60,79,79,61,62,73,48,43,100,68,95,59,61,0,4,1,97,66.71,84,17.29,0
1097,24,0,9.58,86,53,61,84,60,82,100,75,77,95,49,59,95,72,93,82,64,68,0,2,3,52,74.65,86,11.35,1
1098,21,1,8.31,62,52,91,42,93,52,75,89,70,45,74,95,69,55,54,64,41,50,0,1,0,74,65.35,88,22.65,0
1099,21,1,6.03,76,100,69,66,82,76,73,99,53,61,50,58,32,100,57,73,48,95,0,3,1,82,70.12,83,12.88,0
1100,20,0,9.73,87,96,59,89,57,72,68,82,63,89,50,87,53,62,95,76,67,72,1,5,0,41,72.76,82,9.24,1
1101,23,0,8.32,88,64,60,82,75,63,63,76,89,77,60,78,48,55,51,69,92,97,1,5,2,95,70.53,85,14.47,1
1102,20,1,7.01,80,41,83,79,74,83,63,54,88,76,60,90,47,74,60,46,100,68,0,1,3,86,69.76,78,8.24,1
1103,23,1,6.13,75,74,71,77,84,50,81,67,71,84,61,51,93,92,52,45,77,98,1,4,2,52,72.24,86,13.76,1
1104,21,0,9.07,96,46,90,72,94,56,43,57,75,90,84,54,64,96,77,93,42,78,1,3,1,90,71.24,81,9.76,1
1105,20,0,8.29,79,60,85,67,48,43,42,73,71,93,46,70,91,81,49,94,59,51,1,1,0,93,66.06,84,17.94,0
1106,24,1,7.9,65,57,88,40,92,86,73,61,94,47,94,94,30,97,67,42,45,46,0,4,1,55,67.82,77,9.18,0
1107,22,0,9.52,78,42,95,94,77,64,96,50,54,80,56,53,54,55,84,52,78,98,1,5,2,57,69.53,83,13.47,1
1108,23,0,9.05,64,81,60,47,97,69,88,97,82,88,41,50,74,31,97,42,72,94,0,2,1,46,71.18,84,12.82,0
1109,22,0,6.18,62,93,74,76,69,48,62,96,97,74,51,65,78,43,30,65,94,78,0,3,5,84,70.18,78,7.82,1
1110,22,1,6.9,60,100,97,71,99,60,92,52,74,90,96,81,45,59,36,96,40,81,0,3,4,75,74.65,76,1.35,1
1111,20,1,6.62,97,78,71,99,83,59,95,43,42,50,81,66,48,78,86,63,76,87,1,4,2,80,70.88,84,13.12,1
1112,22,1,8.85,74,80,69,87,73,58,91,61,55,63,57,50,52,41,41,92,45,65,0,1,1,69,63.53,79,15.47,0
1113,24,1,5.65,93,88,94,82,71,58,62,46,44,88,93,77,54,73,34,45,84,79,0,5,0,81,68.94,76,7.06,0
1114,22,1,8.06,94,50,78,76,42,51,84,100,60,60,98,73,45,62,79,82,73,48,0,4,1,80,68.29,88,19.71,1
1115,20,1,8.93,84,78,88,43,42,76,44,82,100,90,50,82,83,42,71,99,86,80,1,2,0,46,72.71,84,11.29,1
1116,24,1,9.45,83,63,51,69,67,81,70,93,49,41,55,58,30,55,41,97,54,73,1,2,4,54,61.59,90,28.41,0
1117,21,0,7.04,71,99,80,45,83,56,92,63,58,79,88,45,71,50,47,88,84,84,0,2,1,99,71.29,80,8.71,1
1118,22,0,9.2,77,85,86,85,54,76,80,43,64,58,90,85,48,57,95,81,65,52,1,4,4,79,70.82,85,14.18,1
1119,20,0,6.0,74,58,57,93,80,93,96,67,43,78,57,91,63,77,46,51,96,94,1,5,2,58,72.94,84,11.06,1
1120,21,0,9.31,75,43,60,58,62,87,100,54,100,67,74,77,84,69,97,88,53,94,1,3,0,82,74.53,75,0.47,1
1121,21,0,6.07,86,65,52,71,79,78,96,40,68,98,92,88,47,95,100,75,97,75,0,1,5,76,77.41,88,10.59,1
1122,23,0,7.29,67,77,60,48,50,67,99,94,58,56,98,81,63,52,91,41,93,64,1,3,2,41,70.12,80,9.88,1
1123,24,0,9.09,84,81,47,51,87,80,93,42,82,45,65,67,74,77,70,50,46,63,0,5,0,81,65.88,78,12.12,0
1124,22,1,6.17,76,71,85,50,71,74,45,53,41,58,55,40,35,31,63,78,85,83,1,3,4,87,59.88,77,17.12,1
1125,20,1,6.53,88,78,79,85,97,86,76,77,49,95,45,74,50,49,99,73,97,56,0,4,3,94,74.41,76,1.59,1
1126,23,0,8.75,67,84,85,94,98,87,96,89,100,77,96,79,99,88,74,65,70,41,0,2,1,52,83.65,81,-2.65,1
1127,24,0,8.74,74,85,46,55,96,57,49,96,82,67,83,47,77,75,87,57,63,52,0,5,4,79,69.06,83,13.94,1
1128,23,1,8.39,86,75,62,40,93,53,79,40,64,41,82,98,68,32,80,60,98,70,1,5,0,80,66.76,86,19.24,1
1129,24,0,8.62,66,79,83,84,75,74,46,77,59,77,86,91,60,84,63,75,70,68,0,3,0,82,73.59,77,3.41,1
1130,24,0,7.94,62,76,71,94,99,83,78,77,87,94,86,93,39,41,73,79,68,89,1,4,0,82,78.06,90,11.94,1
1131,22,1,6.63,88,72,50,92,72,80,77,60,58,76,87,86,59,69,44,91,81,67,0,3,0,94,71.82,80,8.18,1
1132,24,0,7.06,83,75,61,60,63,99,60,87,62,90,81,95,47,95,99,85,71,99,1,3,1,97,78.18,83,4.82,1
1133,23,1,6.32,62,42,61,69,78,46,100,68,63,91,51,46,89,45,79,83,56,66,1,5,2,70,66.65,90,23.35,1
1134,24,0,9.59,79,48,82,52,73,80,59,44,50,43,99,50,44,63,61,61,53,54,1,3,5,55,59.76,76,16.24,1
1135,22,1,8.13,74,47,64,73,95,52,42,88,85,61,52,78,33,73,96,92,79,70,1,2,3,81,69.41,81,11.59,1
1136,22,1,7.3,84,72,61,43,67,57,90,49,73,65,43,100,92,35,32,98,75,79,1,3,1,100,66.53,79,12.47,1
1137,23,1,7.58,89,98,67,67,76,76,61,67,94,88,78,43,69,93,80,69,97,54,0,2,0,95,75.12,79,3.88,1
1138,21,0,9.76,73,45,68,77,46,52,86,60,67,82,93,64,38,51,96,89,87,72,1,5,1,83,69.0,85,16.0,1
1139,21,1,6.19,66,80,52,97,43,75,43,89,44,75,41,51,38,47,77,82,63,59,0,4,4,96,62.12,81,18.88,1
1140,24,0,8.14,76,78,57,70,76,70,67,46,98,97,65,65,55,41,46,100,84,81,1,2,5,45,70.35,83,12.65,1
1141,20,0,7.78,79,43,41,98,95,41,51,42,44,52,98,77,33,81,36,99,93,51,1,4,0,67,63.24,78,14.76,1
1142,24,0,8.25,95,52,68,94,40,55,77,84,90,91,66,85,45,80,42,69,66,76,0,4,3,71,69.41,83,13.59,1
1143,23,0,5.58,68,88,60,66,40,48,90,86,60,97,66,51,44,100,95,47,64,48,0,2,0,83,67.65,89,21.35,0
1144,23,1,9.42,97,99,54,44,86,48,75,59,51,71,54,82,81,77,33,73,98,62,1,5,5,49,67.47,90,22.53,1
1145,23,1,9.69,81,41,91,64,59,77,86,58,89,56,47,90,98,48,39,96,71,47,1,1,3,89,68.06,88,19.94,1
1146,23,0,8.04,61,99,66,42,58,50,80,74,43,80,46,92,34,35,46,86,91,71,1,4,5,57,64.29,87,22.71,1
1147,23,0,8.63,83,44,89,72,68,93,44,43,93,75,86,76,49,56,81,48,57,87,1,4,3,43,68.29,85,16.71,0
1148,22,1,9.65,67,83,70,43,49,95,52,44,88,94,94,85,47,82,35,90,85,53,1,5,2,48,69.94,84,14.06,1
1149,21,0,8.68,70,66,54,64,99,61,62,40,81,99,85,92,31,77,98,59,57,66,1,5,2,46,70.06,83,12.94,1
1150,23,1,6.19,72,71,90,59,57,72,97,43,59,85,79,63,42,36,38,79,76,64,0,3,1,89,65.29,87,21.71,0
1151,20,0,8.09,76,60,62,73,67,75,89,51,77,58,99,55,33,88,50,64,65,52,0,5,1,47,65.76,78,12.24,0
1152,20,0,8.23,67,47,63,65,74,84,69,99,64,97,51,96,71,98,53,58,48,94,1,4,3,82,72.41,77,4.59,1
1153,20,1,7.41,80,77,83,44,82,62,76,66,53,99,52,52,90,40,33,44,99,60,1,2,0,46,65.41,76,10.59,0
1154,20,0,8.81,77,47,52,74,86,84,64,95,50,74,82,64,37,44,53,50,74,84,1,1,4,80,65.53,83,17.47,1
1155,22,1,9.7,89,89,61,100,70,84,87,81,71,85,56,100,96,93,88,54,47,70,1,3,4,79,78.35,86,7.65,1
1156,20,0,9.67,77,42,82,67,66,73,66,62,50,79,100,93,92,32,32,47,59,76,0,2,0,42,65.76,76,10.24,0
1157,23,0,7.53,90,93,76,68,50,48,90,64,100,95,56,93,38,98,97,58,93,87,1,1,0,56,76.71,80,3.29,1
1158,24,0,6.01,97,83,100,48,88,63,53,60,57,98,95,96,40,52,69,62,81,97,0,1,2,41,73.06,79,5.94,1
1159,20,1,9.93,91,100,72,91,88,47,96,100,66,67,75,91,71,82,77,66,61,82,0,1,4,54,78.35,88,9.65,1
1160,22,0,9.28,70,97,95,77,77,46,87,97,94,40,60,93,42,66,83,79,58,93,1,2,3,85,75.53,79,3.47,1
1161,22,0,6.06,84,42,42,89,44,75,98,91,93,81,47,43,65,38,64,71,69,44,0,3,5,68,64.47,78,13.53,1
1162,20,0,9.64,92,61,93,45,47,57,86,63,57,57,44,50,42,44,85,65,92,52,1,3,1,89,61.18,90,28.82,1
1163,24,0,9.41,97,45,58,58,73,42,93,64,95,87,65,71,41,32,69,66,67,67,1,1,5,87,64.29,80,15.71,1
1164,20,1,7.83,100,41,62,99,87,67,75,84,62,79,55,88,66,99,97,58,74,82,1,2,2,91,75.0,79,4.0,1
1165,22,1,8.16,67,62,68,83,91,45,78,94,50,72,75,46,81,46,75,89,82,64,0,1,4,61,70.65,85,14.35,1
1166,21,0,7.3,70,83,69,96,95,83,55,85,60,51,67,85,100,55,42,81,50,90,0,5,0,43,73.35,78,4.65,1
1167,23,1,5.75,81,41,78,50,51,83,95,71,83,47,93,97,31,50,56,68,70,74,0,3,4,96,66.94,87,20.06,1
1168,22,0,7.01,83,77,83,41,77,60,61,94,44,63,68,50,85,50,35,78,88,86,1,4,3,91,67.06,83,15.94,1
1169,20,0,9.11,100,56,86,86,40,67,60,71,62,55,86,67,89,40,46,99,87,78,1,1,2,45,69.12,87,17.88,1
1170,23,0,5.52,76,74,64,83,70,79,93,44,80,89,51,93,52,67,65,80,78,46,1,5,0,77,71.06,80,8.94,1
1171,20,1,7.0,71,73,76,83,43,93,60,75,98,43,76,80,69,64,31,72,75,77,0,3,5,65,69.88,85,15.12,1
1172,20,1,7.29,91,62,86,48,88,93,47,85,64,77,69,62,93,43,81,58,69,71,1,2,3,50,70.35,84,13.65,1
1173,21,1,7.92,74,69,47,60,84,40,88,81,80,83,62,84,52,43,95,76,62,42,0,3,5,65,67.53,90,22.47,1
1174,23,1,9.64,75,91,81,63,89,75,55,88,93,66,55,62,58,39,81,58,58,84,0,2,1,56,70.35,84,13.65,0
1175,23,1,7.06,81,47,97,73,44,60,98,81,49,48,53,89,80,41,72,72,51,78,1,2,2,63,66.65,87,20.35,1
1176,21,1,7.06,87,61,55,61,69,99,94,97,61,86,49,67,98,67,51,86,54,76,1,1,3,67,72.41,84,11.59,1
1177,22,1,8.82,79,83,47,42,95,82,70,78,58,55,46,82,60,63,84,55,70,94,0,1,3,74,68.47,87,18.53,0
1178,20,1,7.53,92,97,40,51,63,74,81,55,40,95,84,86,79,70,96,62,82,89,0,3,5,70,73.18,77,3.82,1
1179,24,1,6.51,69,75,83,67,98,52,49,72,46,51,91,96,49,39,89,46,76,61,1,5,0,52,67.06,84,16.94,0
1180,20,0,7.54,99,44,44,69,42,96,71,88,43,70,99,65,84,46,87,65,76,47,0,3,1,93,66.82,80,13.18,1
1181,20,1,6.13,91,52,42,65,50,88,98,60,40,63,100,64,31,46,41,71,54,56,0,4,5,74,60.06,88,27.94,0
1182,22,1,6.29,92,68,40,87,84,93,73,100,54,94,76,93,54,96,98,51,68,91,1,2,3,55,77.65,75,-2.65,1
1183,20,1,7.74,61,70,43,60,43,93,48,48,79,53,68,68,42,91,68,47,89,66,1,2,2,54,63.29,79,15.71,0
1184,21,1,7.39,92,86,79,67,65,49,56,45,51,84,42,58,99,30,42,44,82,72,1,1,3,82,61.82,84,22.18,1
1185,21,1,9.62,92,96,74,95,66,92,50,90,61,64,54,72,96,41,70,81,65,85,1,5,4,57,73.65,80,6.35,1
1186,23,1,7.13,100,94,71,65,85,83,71,84,61,73,75,75,87,33,86,67,83,56,1,1,2,86,73.47,89,15.53,1
1187,24,1,8.11,72,55,81,72,93,86,49,74,89,42,86,53,93,71,82,92,41,81,0,4,2,76,72.94,85,12.06,1
1188,20,1,8.35,89,81,73,60,82,92,61,78,86,97,85,53,98,42,41,44,59,51,1,3,3,87,69.59,82,12.41,1
1189,20,1,5.56,92,69,82,74,66,49,96,61,56,63,91,74,88,33,42,88,54,87,1,3,0,87,69.0,85,16.0,0
1190,22,1,8.49,72,96,64,91,81,85,56,80,68,93,58,69,89,98,86,65,91,85,0,5,2,88,79.71,89,9.29,1
1191,21,1,6.3,85,94,49,73,90,52,43,93,85,81,52,67,91,48,69,44,43,66,1,1,4,80,67.06,89,21.94,0
1192,24,0,9.82,81,55,60,80,89,76,87,44,53,48,81,56,45,31,74,61,61,87,0,1,5,66,64.0,83,19.0,1
1193,23,0,6.17,98,51,85,90,45,77,91,81,89,65,60,42,97,41,64,54,89,47,0,4,0,94,68.71,85,16.29,0
1194,21,1,7.37,61,56,78,86,98,63,86,62,59,59,76,55,44,35,32,52,77,62,0,3,0,74,63.53,77,13.47,0
1195,23,1,5.88,97,55,66,57,100,41,64,56,89,79,66,85,84,37,34,67,62,99,1,1,0,91,67.12,76,8.88,1
1196,22,0,9.99,98,51,66,97,54,61,98,51,87,49,94,69,64,80,40,72,98,81,1,5,2,84,71.29,87,15.71,1
1197,22,1,7.76,85,47,41,50,92,56,60,62,72,58,91,91,84,40,100,82,65,100,1,3,0,93,70.06,78,7.94,1
1198,20,0,8.18,74,59,80,96,69,75,76,55,94,42,68,68,43,92,85,62,90,88,1,4,3,74,73.06,82,8.94,1
1199,24,0,5.8,93,42,87,62,81,53,77,42,98,63,59,84,78,86,39,72,50,98,0,5,0,67,68.88,85,16.12,0
1200,23,0,8.87,99,55,52,87,76,49,88,69,82,44,64,54,36,41,63,82,67,68,0,2,4,78,63.35,90,26.65,1
1201,21,0,6.44,70,69,48,61,97,74,40,96,54,42,45,85,59,31,96,57,95,89,0,4,1,100,66.94,90,23.06,0
1202,22,0,9.54,62,84,91,56,100,64,64,61,51,97,75,95,78,37,60,89,41,59,0,5,4,77,70.71,82,11.29,1
1203,20,1,6.42,65,62,75,44,76,42,90,48,79,66,41,64,45,40,100,92,98,55,0,1,2,48,65.71,77,11.29,0
